No.     Time           Source                Destination           Protocol Length Info
  12913 15.819962000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12914 15.819990000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44293 Win=64455 Len=0
  12915 15.825472000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  12916 15.825968000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12917 15.826010000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44316 Win=64432 Len=0
  12918 15.826031000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12919 15.826359000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12920 15.826388000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44323 Win=64425 Len=0
  12921 15.826401000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12922 15.826732000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12923 15.826763000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44325 Win=64423 Len=0
  12924 15.832393000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12925 15.832896000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12926 15.832924000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44349 Win=64399 Len=0
  12927 15.832938000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12928 15.833267000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12929 15.833294000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44356 Win=64392 Len=0
  12930 15.833307000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12931 15.833624000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12932 15.833649000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44358 Win=64390 Len=0
  12933 15.839658000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12934 15.839685000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12935 15.839706000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44382 Win=64366 Len=0
  12936 15.840045000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12937 15.840062000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12938 15.840080000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44389 Win=64359 Len=0
  12939 15.840420000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12940 15.840436000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12941 15.840451000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44391 Win=64357 Len=0
  12942 15.846145000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  12943 15.846721000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12944 15.846761000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44414 Win=64334 Len=0
  12945 15.846780000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12946 15.847093000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12947 15.847114000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44421 Win=64327 Len=0
  12948 15.847124000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12949 15.847455000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12950 15.847481000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44423 Win=64325 Len=0
  12951 15.853053000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12952 15.853549000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12953 15.853586000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44447 Win=64301 Len=0
  12954 15.853606000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12955 15.853945000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12956 15.853969000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44454 Win=64294 Len=0
  12957 15.853979000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12958 15.854309000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12959 15.854332000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44456 Win=64292 Len=0
  12960 15.858390000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12961 15.858446000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12962 15.858478000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44470 Win=64278 Len=0
  12963 15.858810000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12964 15.858827000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12965 15.858844000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44477 Win=64271 Len=0
  12966 15.859196000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12967 15.859213000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12968 15.859229000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44479 Win=64269 Len=0
  12969 15.865169000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  12970 15.865213000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12971 15.865239000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44504 Win=65520 Len=0
  12972 15.865572000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12973 15.865592000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12974 15.865608000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44511 Win=65513 Len=0
  12975 15.865947000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12976 15.865964000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12977 15.865980000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44513 Win=65511 Len=0
  12978 15.869899000   192.168.0.1           192.168.0.2           TCP      65     [TCP segment of a reassembled PDU]
  12979 15.869932000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12980 15.869954000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44525 Win=65499 Len=0
  12981 15.870285000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12982 15.870306000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12983 15.870323000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44532 Win=65492 Len=0
  12984 15.870670000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12985 15.870688000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12986 15.870703000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44534 Win=65490 Len=0
  12987 15.874453000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12988 15.874524000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12989 15.874558000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44548 Win=65476 Len=0
  12990 15.874897000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12991 15.874917000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12992 15.874936000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44555 Win=65469 Len=0
  12993 15.875280000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12994 15.875306000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12995 15.875326000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44557 Win=65467 Len=0
  12996 15.881050000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  12997 15.881449000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12998 15.881487000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44582 Win=65442 Len=0
  12999 15.881504000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  13000 15.881934000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  13001 15.881953000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44589 Win=65435 Len=0
  13002 15.881963000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  13003 15.882283000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  13004 15.882303000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44591 Win=65433 Len=0
  13005 15.888474000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  13006 15.888542000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  13007 15.888572000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44616 Win=65408 Len=0
  13008 15.888905000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  13009 15.888926000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  13010 15.888944000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44623 Win=65401 Len=0
  13011 15.889291000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  13012 15.889329000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  13013 15.889356000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44625 Win=65399 Len=0
  13016 15.895716000   192.168.0.1           192.168.0.2           TCP      78     [TCP segment of a reassembled PDU]
  13017 15.895793000   192.168.0.2           192.168.0.1           TCP      1101   [TCP Window Full] [TCP segment of a reassembled PDU]
  13018 15.895815000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  13019 15.896130000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  13020 15.896159000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=34474 Ack=44651 Win=65373 Len=0
  13021 15.896171000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] [TCP segment of a reassembled PDU]
  13022 15.896503000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] http > 49399 [ACK] Seq=44657 Ack=34474 Win=0 Len=0
